Runtime,Director,Writer,Actor,Rating,Target
124,Nick Moore,Lucy Dahl,"Emma Roberts, Lexi Ainsworth, Shelby Young, Johnny Pacar",6.1,0
92,Mario Azzopardi,"Brad Wright , Jonathan Glassner , Jonathan Glassner, Brad Wright","Richard Dean Anderson, Michael Shanks, Amanda Tapping, Christopher Judge",8.1,1
99,James McTeigue,"Matthew Sand , J. Michael Straczynski , Matthew Sand ","Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim",6.4,0
132,Antoine Fuqua,Michael C. Martin,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",6.7,0
98,Gerald McMorrow,Gerald McMorrow,"Eva Green, Ryan Phillippe, Sam Riley, Bernard Hill",6.2,0
105,George Gallo,"George Gallo, Andy Weiss","Luke Wilson, Giovanni Ribisi, Gabriel Macht, James Caan",6.6,0
113,Daniel Monzón,"Jorge Guerricaechevarría , Daniel Monzón , Francisco Pérez Gandul ","Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón",7.7,1
95,Donald Petrie,Mike Reiss,"Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan",5.9,0
106,John Crowley,"Jonathan Trigell , Mark O'Rowe ","Andrew Garfield, Peter Mullan, Siobhan Finneran, Alfie Owen",7.7,1
105,Jean-Marc Vallée,Julian Fellowes,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",7.3,1
101,Sophie Barthes,Sophie Barthes,"Paul Giamatti, Armand Schultz, Michael Tucker, Dina Korzun",6.5,0
94,Jon Harris,"James McCarthy , J Blakeson , James Watkins ","Michael J. Reynolds, Shauna Macdonald, Jessika Williams, Douglas Hodge",5.8,0
127,Michael Moore,Michael Moore,"William Black, Jimmy Carter, Elijah Cummings, Baron Hill",7.4,1
98,Makoto Kamiya,"Shotaro Suga , Shinji Mikami ","Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith",6.6,0
104,Jonas Pate,"Thomas Moffett, Henry Reardon ","Kevin Spacey, Joe Nunez, Mark Webber, Keke Palmer",6.7,0
92,Ole Bornedal,"Juliet Snowden, Stiles White, Leslie Gornstein ","Jeffrey Dean Morgan, Kyra Sedgwick, Natasha Calis, Madison Davenport",5.9,0
162,Akira Kurosawa,"Akira Kurosawa , Hideo Oguni , Masato Ide , William Shakespeare ","Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû",8.3,1
101,"Marcel Sarmiento, Gadi Harel",Trent Haaga,"Shiloh Fernandez, Noah Segan, Candice King, Eric Podnar",5.7,0
135,Steven Soderbergh,"Peter Buchman , Benjamin A. van der Veen , Ernesto 'Che' Guevara ","Demián Bichir, Rodrigo Santoro, Benicio Del Toro, Catalina Sandino Moreno",6.9,1
108,Jon Amiel,"John Collee , Jon Amiel , John Collee , Randal Keynes ","Paul Bettany, Ian Kelly, Guy Henry, Martha West",6.7,0
99,Fatih Akin,"Fatih Akin , Adam Bousdoukos ","Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke",7.3,1
99,Bobcat Goldthwait,Bobcat Goldthwait,"Robin Williams, Daryl Sabara, Morgan Murphy, Naomi Glick",6.9,1
93,Rodrigo García,Ronnie Christensen,"Anne Hathaway, Patrick Wilson, Andre Braugher, Dianne Wiest",5.8,0
89,"Kevin Hooks, Brad Turner","Paul Scheuring , Nick Santora , Seth Hoffman , Zack Estrin , Karyn Usher , Christian W. Trokey , Kalinda Vazquez ","Dominic Purcell, Wentworth Miller, Amaury Nolasco, Robert Knepper",8,1
112,Oliver Parker,"Toby Finlay, Oscar Wilde ","Ben Barnes, John Hollingworth, Cato Sandford, Pip Torrens",6.3,0
103,Gabor Csupo,"Lucy Shuttleworth , Graham Alborough , Elizabeth Goudge ","Dakota Blue Richards, Juliet Stevenson, Tim Curry, Tamás Tóth",6.2,0
116,Til Schweiger,"Anika Decker, Til Schweiger","Til Schweiger, Nora Tschirner, Matthias Schweighöfer, Alwara Höfels",6.6,0
116,Jim Jarmusch,Jim Jarmusch,"Isaach De Bankolé, Alex Descas, Jean-François Stévenin, Óscar Jaenada",6.3,0
113,Jonathan Demme,Jenny Lumet,"Sebastian Stan, Roslyn Ruff, Anne Hathaway, Bill Irwin",6.7,0
102,Peter Chelsom,"Dan Berendsen, Michael Poryes , Rich Correll , Barry O'Brien ","Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",4.2,0
84,"David Pastor, Àlex Pastor","Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp",6,0
97,John Hyams,"Richard Rothstein , Christopher Leitch , Dean Devlin , Victor Ostrovsky","Jean-Claude Van Damme, Dolph Lundgren, Andrei Arlovski, Mike Pyle",5.2,0
88,Hoyt Yeatman,"Cormac Wibberley , Marianne Wibberley , Hoyt Yeatman , David P.I. James ","Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner",5.1,0
98,Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel",5.2,0
87,Frank Oz,Dean Craig,"Matthew Macfadyen, Keeley Hawes, Andy Nyman, Ewen Bremner",7.4,1
92,Stephen Herek,Mitchell Kapner,"Chris Carmack, Laura Vandervoort, Marsha Thomason, Michael Graziadei",4.7,0
148,John Woo,"John Woo , Khan Chan , Cheng Kuo , Heyu Sheng , Guanzhong Luo ","Tony Chiu Wai Leung, Takeshi Kaneshiro, Fengyi Zhang, Chen Chang",7.4,1
117,Joe Wright,"Susannah Grant , Steve Lopez ","Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander",6.7,0
95,Sean S. Cunningham,"Victor Miller, Sean S. Cunningham , Victor Miller ","Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan",6.5,0
103,Lexi Alexander,"Nick Santora, Art Marcum, Matt Holloway","Ray Stevenson, Dominic West, Doug Hutchison, Colin Salmon",6,0
98,Andy Fickman,"Matt Lopez , Mark Bomback , Matt Lopez , Alexander Key ","Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino",5.7,0
111,Drew Barrymore,"Shauna Cross , Shauna Cross ","Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",6.9,1
93,Joel Hopkins,Joel Hopkins,"Dustin Hoffman, Emma Thompson, Eileen Atkins, Kathy Baker",6.7,0
98,Tom Hooper,"Peter Morgan , David Peace ","Colm Meaney, Henry Goodman, David Roper, Jimmy Reddington",7.6,1
96,Sidney Lumet,"Reginald Rose , Reginald Rose ","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",8.9,1
116,Donald Petrie,"Michele Alexander , Jeannie Long , Kristen Buckley , Brian Regan , Burr Steers ","Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse",6.4,0
101,Dominic Sena,"Jon Hoeber , Erich Hoeber , Chad Hayes , Carey Hayes , Greg Rucka , Steve Lieber ","Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short",5.5,0
108,Jérôme Salle,"Julien Rappeneau , Jérôme Salle , Jean Van Hamme , Philippe Francq ","Tomer Sisley, Kristin Scott Thomas, Predrag 'Miki' Manojlovic, Mélanie Thierry",6.5,0
100,Rachel Ward,"Rachel Ward , Newton Thornburg ","Ben Mendelsohn, Maeve Dermody, Rachel Griffiths, Sophie Lowe",6.8,1
118,Alan Parker,"Roddy Doyle , Dick Clement , Ian La Frenais , Roddy Doyle ","Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle Kennedy",7.6,1
121,Paul Haggis,"Paul Haggis , Mark Boal , Paul Haggis ","Tommy Lee Jones, Charlize Theron, Jason Patric, Susan Sarandon",7.2,1
155,Jacques Audiard,"Thomas Bidegain , Jacques Audiard , Abdel Raouf Dafri , Nicolas Peufaillit ","Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb",7.9,1
107,Phil Alden Robinson,"W.P. Kinsella , Phil Alden Robinson ","Kevin Costner, Amy Madigan, Gaby Hoffmann, Ray Liotta",7.5,1
99,"Danny Pang, Oxide Chun Pang","Jason Richman , Oxide Chun Pang, Danny Pang","Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee",5.4,0
135,Peter Jackson,"Fran Walsh , Philippa Boyens , Peter Jackson , Alice Sebold ","Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",6.7,0
103,Lisa Azuelos,"Lisa Azuelos (scenario & dialogue), Nans Delgado (scenario & dialogue)","Sophie Marceau, Christa Théret, Jérémy Kapone, Marion Chabassol",6.3,0
88,Vicky Jenson,Kelly Fremon Craig,"Alexis Bledel, Zach Gilford, Michael Keaton, Jane Lynch",5.3,0
120,Luca Guadagnino,"Barbara Alberti , Ivan Cotroneo , Walter Fasano , Luca Guadagnino , Luca Guadagnino ","Tilda Swinton, Flavio Parenti, Edoardo Gabbriellini, Alba Rohrwacher",7,1
99,Pascal Laugier,Pascal Laugier,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin, Robert Toupin",7.1,1
112,Isabel Coixet,"Nicholas Meyer , Philip Roth ","Penélope Cruz, Ben Kingsley, Dennis Hopper, Patricia Clarkson",6.8,1
89,Lara Shapiro,"Stacey Kramer, Lara Shapiro","Lindsay Lohan, Luke Kirby, Chris Parnell, Aaron Yoo",4.8,0
91,Franck Khalfoun,Eddie Nickerson,"Cuba Gooding Jr., Miguel Ferrer, Harvey Keitel, Alex Meneses",6.1,0
120,Joshua Michael Stern,"Jason Richman, Joshua Michael Stern","Kevin Costner, Madeline Carroll, Paula Patton, Kelsey Grammer",6.1,0
96,Fred Cavayé,"Fred Cavayé , Guillaume Lemans , Guillaume Lemans ","Vincent Lindon, Diane Kruger, Lancelot Roch, Olivier Marchal",7.2,1
120,Kazuyoshi Katayama,"Yuji Iwahara , Kazuyoshi Katayama , Akiko Yajima, Hiroshi Yamaguchi ","Kana Hanazawa, Jamie Marchi, Bryan Massey, Toshiyuki Morikawa",6.5,0
91,Christine Jeffs,Megan Holley,"Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack",6.9,1
122,Ron Howard,"Peter Morgan , Peter Morgan ","Frank Langella, Michael Sheen, Sam Rockwell, Kevin Bacon",7.7,1
126,"Peter Ho-Sun Chan, Wai Man Yip","Tin Nam Chun , Junli Guo , Jiping He , Jianxin Huang , Yuet-Jan Hui , Oi Wah Lam , Lan Xu , James Yuen ","Jet Li, Andy Lau, Takeshi Kaneshiro, Jinglei Xu",7.1,1
87,"Charles Guard, Thomas Guard","Craig Rosenberg , Doug Miro , Carlo Bernard , Jee-woon Kim (motion picture ""Changhwa,  Hongryon"")","Emily Browning, Arielle Kebbel, David Strathairn, Elizabeth Banks",6.4,0
165,Baz Luhrmann,"Stuart Beattie , Baz Luhrmann , Ronald Harwood , Richard Flanagan , Baz Luhrmann ","Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry",6.6,0
89,Kevin Lima,"Kay Thompson , Hilary Knight , Janet Brownell , Janet Brownell ","Julie Andrews, Jeffrey Tambor, Kenneth Welsh, Debra Monk",6.5,0
84,Larry Bishop,Larry Bishop,"Julia Jones, Larry Bishop, Leonor Varela, Austin Galuppo",5.1,0
93,"Steve Sekely, Freddie Francis","Bernard Gordon , Philip Yordan , John Wyndham ","Howard Keel, Nicole Maurey, Janette Scott, Kieron Moore",6.1,0
91,Louis Morneau,"James Robert Johnston, Bennett Yellin, Clay Tarver , J.J. Abrams ","Nicki Aycox, Nick Zano, Laura Jordan, Kyle Schmid",5.1,0
110,"Kieran Mulroney, Michele Mulroney","Michele Mulroney, Kieran Mulroney","Lisa Kudrow, Jeff Daniels, Ryan Reynolds, Emma Stone",6.7,0
111,Neil Jordan,Neil Jordan,"Colin Farrell, Alicja Bachleda, Dervla Kirwan, Alison Barry",6.8,1
117,Peter Bratt,Peter Bratt,"Benjamin Bratt, Alex Hernandez, Christopher Borgzinner, Jeremy Ray Valdez",7.1,1
133,Julian Jarrold,"Andrew Davies, Jeremy Brock, Evelyn Waugh ","Matthew Goode, Thomas Morrison, David Barrass, Anna Madeley",6.7,0
86,John Schultz,"Mark Burton , Adam F. Goldberg , Mark Burton ","Carter Jenkins, Austin Butler, Ashley Tisdale, Ashley Boettcher",5.4,0
85,S.R. Bindler,"S.R. Bindler, Mark Gustawes , George R. Mays, Cory Van Dyke ","Matthew McConaughey, Alexie Gilmore, Jeffrey Nordling, Woody Harrelson",4.7,0
84,Joby Harold,Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin",6.5,0
91,John Carpenter,"John Carpenter , Debra Hill ","Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles",7.9,1
106,David Hollander,"David Hollander , Rick Moody (short story ""Mansion of the Hill"")","Michelle Pfeiffer, Ashton Kutcher, Kathy Bates, Spencer Hudson",6.3,0
98,Amos Kollek,Amos Kollek,"Audrey Tautou, Justin Theroux, Jennifer Tilly, Laila Robins",5.5,0
100,Helen Hunt,"Alice Arlen , Victor Levin , Helen Hunt , Elinor Lipman ","Helen Hunt, Bette Midler, Colin Firth, Matthew Broderick",6,0
94,Robert Kenner,"Robert Kenner, Elise Pearlstein, Kim Roberts","Eric Schlosser, Richard Lobb, Vince Edwards, Carole Morison",7.9,1
127,Francis Ford Coppola,"Mauricio Kartun (verse ""Fausta""), Francis Ford Coppola","Vincent Gallo, Alden Ehrenreich, Maribel Verdú, Silvia Pérez",6.9,1
83,Gareth Carrivick,Jamie Mathieson,"Chris O'Dowd, Marc Wootton, Dean Lennox Kelly, Anna Faris",7.1,1
106,Timothy Linh Bui,"Timothy Linh Bui , Timothy Linh Bui, Stephane Gauger ","Jessica Biel, Eddie Redmayne, Forest Whitaker, Ray Liotta",6.3,0
88,Nimród Antal,James V. Simpson,"Matt Dillon, Jean Reno, Laurence Fishburne, Amaury Nolasco",5.7,0
101,Patrick Lussier,"Todd Farmer , Zane Smith , John Beaird, Stephen A. Miller","Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue",5.5,0
124,Til Schweiger,"Anika Decker , Til Schweiger ","Tom Beck, Annika Blendl, Yvonne Catterfeld, Ken Duken",5.7,0
108,Steve Shill,David Loughery,"Idris Elba, Beyoncé Knowles, Ali Larter, Jerry O'Connell",4.9,0
92,Mike Judge,Mike Judge,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck",6.2,0
89,Takashi Shimizu,Daisuke Hosaka ,"Yûya Yagira, Ai Maeda, Misako Renbutsu, Suzuki Matsuo",3.9,0
90,Toby Wilkins,"Brad Keene, Takashi Shimizu (film ""Ju-On: The Grudge"")","Matthew Knight, Shawnee Smith, Mike Straub, Aiko Horiuchi",4.7,0
87,Douglas Aarniokoski,"Gregory Widen , Eric Bernt , Gillian Horvath , William N. Panzer , Joel Soisson ","Adrian Paul, Christopher Lambert, Bruce Payne, Lisa Barbuscia",4.6,0
123,Terry Gilliam,"Terry Gilliam, Charles McKeown","Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons",6.8,1
96,Xavier Dolan,"Xavier Dolan , Xavier Dolan ","Anne Dorval, Xavier Dolan, François Arnaud, Suzanne Clément",7.5,1
94,Brian Smrz,"Chad Law, Evan Law","Cuba Gooding Jr., Ray Liotta, Norman Reedus, Kim Coates",5.7,0
91,James Watkins,James Watkins,"Kelly Reilly, Michael Fassbender, Tara Ellis, Jack O'Connell",6.8,1
101,Jon Avnet,Russell Gewirtz,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino",6,0
92,Tom Six,Tom Six,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",4.4,0
107,Joshua Seftel,"Mark Leyner, Jeremy Pikser, John Cusack","John Cusack, Hilary Duff, Marisa Tomei, Joan Cusack",5.7,0
101,"Tetsuya Nomura, Takeshi Nozue",Kazushige Nojima ,"Takahiro Sakurai, Ayumi Itô, Shôtarô Morikubo, Maaya Sakamoto",7.4,1
135,Clint Eastwood,"Forrest Carter , Philip Kaufman , Sonia Chernus ","Clint Eastwood, Chief Dan George, Sondra Locke, Bill McKinney",7.9,1
95,Kunihiko Yuyama,"Hideki Sonoda , Junichi Masuda , Ken Sugimori , Satoshi Tajiri ","Sarah Natochenny, Michele Knotz, Emily Bauer, James Carter Cathcart",6.4,0
110,Robert B. Weide,"Peter Straughan , Toby Young ","Kelan Pannell, Janette Scott, Simon Pegg, Megan Fox",6.5,0
122,Mamoru Oshii,"Hiroshi Mori , Chihiro Itô ","Rinko Kikuchi, Ryô Kase, Shôsuke Tanihara, Megumi Yamaguchi",6.8,1
117,Jean-Claude Schlim,"Jean-Claude Schlim , Christian Thiry , Jean-Claude Schlim (story & original idea), Robert David Graham (additional material & dialogue), Jean-Claude Schlim","Loïc Peckels, Layke Anderson, Harry Ferrier, Michael N. Kuehl",6.6,0
99,Max Mayer,Max Mayer,"Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving",7.2,1
99,Siu-Tung Ching,"James Yuen , Tan Cheung , Tin Nam Chun ","Kelly Chen, Donnie Yen, Leon Lai, Xiaodong Guo",5.9,0
112,Rod Lurie,"Michael Bortman , Allison Burnett , Michael Bortman , Allison Burnett , J.R. Moehringer ","Samuel L. Jackson, Josh Hartnett, Kathryn Morris, Dakota Goyo",6.8,1
94,Jesse V. Johnson,"T. Jay O'Brien, Lexi Alexander , Dougie Brimson ","John Bariamis, Nicola Bertram, Matt Candito, Lonnie Cayetano",4.8,0
81,William Lau,Amy Wolfram,"Kelly Sheridan, Tim Curry, Kira Tozer, Willow Johnson",5.9,0
86,Stephen Frears,"Christopher Hampton, Colette ","Michelle Pfeiffer, Frances Tomelty, Tom Burke, Rupert Friend",6.2,0
115,Tomas Alfredson,"John Ajvide Lindqvist , John Ajvide Lindqvist ","Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl",8,1
109,Nick Cassavetes,"Jeremy Leven , Nick Cassavetes , Jodi Picoult ","Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",7.4,1
114,Paul Gross,Paul Gross,"Paul Gross, Caroline Dhavernas, Joe Dinicol, Meredith Bailey",6.5,0
105,Dito Montiel,"Robert Munic, Dito Montiel","Channing Tatum, Terrence Howard, Zulay Henao, Michael Rivera",5.6,0
102,Julian Jarrold,"David Peace , Tony Grisoni ","Andrew Garfield, David Morrissey, John Henshaw, Anthony Flanagan",7.1,1
123,Andrea Arnold,Andrea Arnold,"Katie Jarvis, Michael Fassbender, Kierston Wareing, Rebecca Griffiths",7.3,1
130,Gavin O'Connor,"Joe Carnahan , Gavin O'Connor , Gavin O'Connor , Greg O'Connor , Robert Hopes ","Colin Farrell, Edward Norton, Jon Voight, Noah Emmerich",6.7,0
103,"Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner","Hu Hong , Yao Meng , Israel Horovitz , Suketu Mehta , Shunji Iwai , Israel Horovitz , Olivier Lécot , Jeff Nathanson , Xan Cassavetes , Stephen Winter , Anthony Minghella , Natalie Portman , Fatih Akin , Joshua Marston , Hall Powell (transitions ""Randy Balsmeyer""), Israel Horovitz (transitions ""Randy Balsmeyer""), James C. Strouse (transitions ""Randy Balsmeyer""), Emmanuel Benbihy ","Hayden Christensen, Andy Garcia, Rachel Bilson, Natalie Portman",6.3,0
142,Gary Ross,"Gary Ross , Suzanne Collins , Billy Ray , Suzanne Collins ","Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",7.3,1
139,Peter Flinth,"Jan Guillou , Hans Gunnarsson ","Joakim Nätterqvist, Sofia Helin, Stellan Skarsgård, Michael Nyqvist",6.6,0
128,Gus Van Sant,Dustin Lance Black,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna",7.6,1
98,Jonathan Lynn,Mitchell Kapner,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan",6.7,0
111,Felix van Groeningen,"Johan Heldenbergh , Mieke Dobbels , Carl Joos , Felix van Groeningen , Charlotte Vandermeersch ","Johan Heldenbergh, Veerle Baetens, Nell Cattrysse, Geert Van Rampelberg",7.8,1
86,Jody Hill,Jody Hill,"Seth Rogen, Ray Liotta, Michael Peña, Anna Faris",5.8,0
103,Daniel Barber,Gary Young ,"Michael Caine, Emily Mortimer, Charlie Creed-Miles, David Bradley",7.2,1
115,Ed Harris,"Robert Knott , Ed Harris , Robert B. Parker ","Robert Jauregui, Jeremy Irons, Timothy V. Murphy, Luce Rains",6.8,1
94,Yorgos Lanthimos,"Efthymis Filippou, Yorgos Lanthimos","Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis",7.3,1
81,Kirk De Micco,"Kirk De Micco , Robert Moreland , Kirk De Micco , Jason Mayland ","Andy Samberg, Cheryl Hines, Jeff Daniels, Patrick Warburton",4.5,0
99,Jonathan Levine,Jonathan Levine,"Ben Kingsley, Josh Peck, Famke Janssen, Olivia Thirlby",7,1
108,Michael Radford,Edward Anderson,"Demi Moore, Michael Caine, Lambert Wilson, Nathaniel Parker",6.8,1
155,"Hanno Höfer, Razvan Marculescu, Cristian Mungiu, Constantin Popescu, Ioana Uricaru",Cristian Mungiu,"Diana Cavallioti, Radu Iacoban, Vlad Ivanov, Tania Popa",7.8,1
97,Fuminori Kizaki,"Eric S. Calderon, Leo Chu, Eric Garcia, Yasuyuki Muto, Takashi Okazaki","Samuel L. Jackson, Lucy Liu, Mark Hamill, Grey Griffin",7.3,1
99,Kirk Jones,"Kirk Jones, Giuseppe Tornatore , Tonino Guerra , Massimo De Rita ","Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell",7.2,1
92,Bharat Nalluri,"David Magee , Simon Beaufoy , Winifred Watson ","Amy Adams, David Alexander, Clare Clifford, Christina Cole",7.1,1
89,Gary Winick,"Greg DePaul , Casey Wilson , June Diane Raphael , Greg DePaul ","Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt",5.4,0
87,Anthony Leondis,"Chris McKenna, John Hoffman , Anthony Leondis , Dimitri Toscas ","John Cusack, Myleene Klass, Robin Walsh, Matt McKenna",6.1,0
110,Dennis Iliadis,"Adam Alleca , Carl Ellsworth , Wes Craven ","Garret Dillahunt, Michael Bowen, Josh Coxx, Riki Lindhome",6.6,0
95,Gil Junger,Howard March,"Melissa Joan Hart, Joey Lawrence, Jason MacDonald, Njema Williams",6.5,0
106,Craig Gillespie,Nancy Oliver,"Ryan Gosling, Emily Mortimer, Paul Schneider, R.D. Reid",7.4,1
142,Elem Klimov,"Ales Adamovich , Ales Adamovich , Elem Klimov ","Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas",8.3,1
90,Abel Ferry,"Johanne Bernard , Louis-Paul Desanges ","Fanny Valette, Johan Libéreau, Raphaël Lenglet, Nicolas Giraud",5.6,0
114,Jeffrey Nachmanoff,"Jeffrey Nachmanoff , Steve Martin , Jeffrey Nachmanoff ","Don Cheadle, Guy Pearce, Saïd Taghmaoui, Neal McDonough",7,1
93,Nicolas Winding Refn,"Nicolas Winding Refn, Roy Jacobsen, Matthew Read ","Mads Mikkelsen, Alexander Morton, Stewart Porter, Maarten Stevenson",6,0
116,Daniel Petrie,"David Saperstein , Stephen McPherson , Elizabeth Bradley , Stephen McPherson ","Don Ameche, Wilford Brimley, Courteney Cox, Hume Cronyn",5.3,0
133,Yves Simoneau,"Daniel Giat , Dee Brown ","Anna Paquin, Chevez Ezaneh, August Schellenberg, Duane Howard",7.2,1
125,Rodrigo García,Rodrigo García,"Alexandria M. Salling, Connor Kramme, Annette Bening, Eileen Ryan",7.2,1
108,Renny Harlin,Daniel Kunka,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris",5.6,0
103,Masahiro Andô,Fumihiko Takayama,"Tomoya Nagase, Yuri Chinen, Kôichi Yamadera, Akio Ôtsuka",7.8,1
90,Peter Sollett,"Lorene Scafaria , Rachel Cohn , David Levithan ","Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",6.7,0
112,Pier Paolo Pasolini,"Giovanni Boccaccio , Pier Paolo Pasolini","Franco Citti, Ninetto Davoli, Jovan Jovanovic, Vincenzo Amato",7,1
86,Bryan Bertino,Bryan Bertino,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler",6.2,0
100,Hannes Stöhr,Hannes Stöhr,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton",7.3,1
129,Stephen Poliakoff,Stephen Poliakoff,"Romola Garai, Eddie Redmayne, Juno Temple, Toby Regbo",6.5,0
88,Michael Dinner,Barry Fanaro,"Richard Dreyfuss, Burt Reynolds, Dan Hedaya, Seymour Cassel",5.6,0
103,Chris Columbus,John Hughes,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard",7.5,1
106,Nathan Hope,"Nathan Hope, Jess Penner","Anna Kendrick, Paul Wesley, Tania Raymonde, Chuck Carter",5.6,0
133,Chan-wook Park,"Seo-Kyung Chung , Chan-wook Park , Émile Zola (inspired by the book ""Thérèse Raquin"")","Kang-ho Song, Ok-bin Kim, Hae-suk Kim, Ha-kyun Shin",7.1,1
102,Nick Hamm,"Guy Burt , Ben Court , Caroline Ip ","Thora Birch, Desmond Harrington, Daniel Brocklebank, Laurence Fox",6.2,0
117,Bertrand Tavernier,"Jerzy Kromolowski , Mary Olson-Kromolowski , James Lee Burke ","Tommy Lee Jones, John Goodman, Peter Sarsgaard, Mary Steenburgen",6.1,0
93,Ben Ramsey,Michael Andrews ,"Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco",6.7,0
100,Anand Tucker,"David Peace , Tony Grisoni ","David Morrissey, Lisa Howard, Chris Walker, Shaun Dooley",7.3,1
104,John Patrick Shanley,"John Patrick Shanley , John Patrick Shanley ","Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",7.5,1
90,Kyle Newman,"Ernest Cline , Adam F. Goldberg , Ernest Cline , Dan Pulick ","Sam Huntington, Chris Marquette, Dan Fogler, Jay Baruchel",6.6,0
88,Richard Eyre,"Richard Eyre , Charles Wood , Bernhard Schlink ","Laura Linney, Antonio Banderas, Liam Neeson, Romola Garai",5.5,0
130,Justin Lin,"Chris Morgan, Gary Scott Thompson ","Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",7.1,1
104,Michael J. Bassett,"Michael J. Bassett, Robert E. Howard ","James Purefoy, Mark O'Neal, Robert Orr, Richard Ryan",6.1,0
90,Allison Liddi-Brown,"Annie DeYoung , Annie DeYoung, David Morgasen ","Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan",5.6,0
80,"Tom Kuntz, Mike Maguire","Todd Hanson, Robert D. Siegel","Daniel Chacón, Ken Takemoto, Steven Seagal, Don McManus",6.3,0
101,Pedro Almodóvar,"Pedro Almodóvar , Pedro Almodóvar ","Victoria Abril, Antonio Banderas, Loles León, Julieta Serrano",7,1
106,"Oliver Parker, Barnaby Thompson","Piers Ashworth , Nick Moorcroft , Ronald Searle , Jamie Minoprio , Jonathan M. Stern ","Rupert Everett, Colin Firth, David Tennant, Talulah Riley",5.4,0
108,Richard Loncraine,Charlie Peters,"Renée Zellweger, Logan Lerman, Kevin Bacon, Troy Garity",6.6,0
81,Mike Flanagan,"Mike Flanagan, Kate Siegel","Kate Siegel, John Gallagher Jr., Michael Trucco, Samantha Sloyan",6.6,0
96,Cary Joji Fukunaga,Cary Joji Fukunaga,"Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado, Juan Pablo Arias Barrón",7.6,1
